TIME	M_POS	M_VEL	M_VOLT	S_POS	S_VEL	S_VOLT	VOLT_REF
15.8105	51.6058	-10.3497	-0.42538	47.9326	-11.5059	-0.359306	-0.746505
15.811	51.6008	-10.2854	-1.80443	47.9271	-11.4314	-0.653878	-0.746505
15.8115	51.5954	-10.3697	-1.43157	47.9211	-11.5071	-1.54107	-0.746505
15.812	51.5904	-10.3303	-0.232352	47.9152	-11.5533	-2.08303	-0.746505
15.8125	51.5798	-10.4084	-1.84982	47.9036	-11.5855	-0.331221	-0.746505
15.813	51.5749	-10.3077	-0.601954	47.8983	-11.4344	-0.876861	-0.746505
15.8135	51.5698	-10.2866	-0.560099	47.8925	-11.4725	-1.75507	-0.746505
15.814	51.5593	-10.3513	-1.60331	47.8809	-11.5025	-0.648679	-0.746505
15.8145	51.5542	-10.3425	-0.00701245	47.8752	-11.4936	-0.253945	-0.746505
15.815	51.5491	-10.2977	-1.32625	47.8695	-11.4673	-1.10868	-0.746505
15.8155	51.5386	-10.3595	-0.350267	47.8579	-11.52	-1.78315	-0.746505
15.816	51.5334	-10.3587	-0.547234	47.8522	-11.4992	-0.380418	-0.746505
15.8165	51.5283	-10.3395	-1.99581	47.8465	-11.5	-0.338309	-0.746505
15.817	51.5179	-10.3553	-0.237428	47.835	-11.4932	-1.92787	-0.746505
15.8175	51.5131	-10.2623	-1.52312	47.8294	-11.4485	-1.35386	-0.746505
15.818	51.508	-10.2478	-1.54215	47.8237	-11.4288	-0.162904	-0.746505
15.8185	51.4966	-10.5538	-0.241189	47.8111	-11.765	-0.893414	-0.746505
15.819	51.4923	-10.2832	-1.8441	47.8063	-11.4485	-1.89134	-0.746505
15.8195	51.4873	-10.2471	-0.881851	47.8006	-11.4381	-1.06483	-0.746505
15.82	51.4763	-10.4431	-1.17996	47.7885	-11.6352	-0.403704	-0.746505
15.8205	51.4716	-10.2908	-1.90556	47.7832	-11.4769	-1.80354	-0.746505
15.821	51.4663	-10.3465	-0.071639	47.7774	-11.4809	-1.81451	-0.746505
15.8215	51.4557	-10.4084	-1.92682	47.7655	-11.5975	-0.160722	-0.746505
15.822	51.451	-10.2798	-0.629163	47.76	-11.519	-0.742275	-0.746505
15.8225	51.4457	-10.3278	-0.312132	47.7544	-11.4705	-2.00506	-0.746505
15.823	51.4405	-10.3224	-1.7022	47.7487	-11.4755	-1.63904	-0.746505
15.8235	51.4303	-10.2979	-0.239253	47.7371	-11.4968	-0.223012	-0.746505
15.824	51.425	-10.334	-1.00077	47.7313	-11.5258	-0.968245	-0.746505
15.8245	51.4198	-10.3462	-1.82447	47.7256	-11.4949	-2.14483	-0.746505
15.825	51.4099	-10.2224	-0.583945	47.7144	-11.4232	-0.350824	-0.746505
